name,parent,value
Origin,,
73661010,Starter,Adventure
2374107,Starter,Adventure
13876974,Starter,Comedy
34469210,Starter,Drama
255870172,Starter,Adventure
146402,,
41076865,Starter,Action
5010163,Starter,Thriller/Suspense
14469428,Starter,Comedy
267194,,
35228696,Starter,Thriller/Suspense
57386369,Starter,Musical
1190003,Starter,Drama
279167575,Starter,Comedy
166225040,Starter,Comedy
21800302,Starter,Comedy
64378093,Starter,Drama
132024714,Starter,Action
20999103,Starter,Adventure
12716953,Starter,Action
11036366,Starter,Comedy
35927406,Starter,Action
12803305,Starter,Drama
7916887,Starter,Drama
61894591,Starter,Comedy
533344,Starter,Drama
3005605,Starter,Drama
17896,,
38233676,Starter,Comedy
8891623,Starter,Comedy
23089926,Starter,Thriller/Suspense
1105266,,
9176787,Starter,Drama
673414,Starter,Adventure
281553689,Starter,Action
139259759,Starter,Action
62544,Starter,Drama
120620254,Starter,Adventure
7219578,Starter,Drama
155385488,Starter,Adventure
202007640,Starter,Adventure
102491776,Starter,Adventure
47379090,Starter,Drama
16304786,Starter,Comedy
31874869,Starter,Thriller/Suspense
11614954,Starter,Comedy
250863268,Starter,Comedy
27053815,Starter,Adventure
50572589,Starter,Romantic Comedy
3765585,Starter,Drama
63478838,Starter,Action
198351526,Starter,Adventure
17583468,Starter,Comedy
66808615,Starter,Action
126813153,Starter,Comedy
46729374,Starter,Comedy
34099640,Starter,Drama
181041,Starter,Documentary
3885134,Starter,Drama
36850101,Starter,Comedy
22331846,Starter,Comedy
49200230,Starter,Drama
1000915,Starter,Drama
29762011,Starter,Comedy
90135191,Starter,Drama
80197993,Starter,Comedy
10465659,Starter,Thriller/Suspense
141621490,Starter,Adventure
173005002,Starter,Adventure
37629831,Starter,Drama
24850922,Starter,Action
18782227,Starter,Adventure
0,,
74273505,Starter,Action
261441092,Starter,Adventure
44705766,Starter,Action
63075011,Starter,Horror
10572742,Starter,Drama
28972187,Starter,Comedy
10341093,Starter,Drama
14983572,Starter,Drama
1420578,Starter,Drama
45489752,Starter,Comedy
116089678,Starter,Romantic Comedy
39442871,Starter,Comedy
1562800,Starter,Drama
48006762,Starter,Adventure
38122883,Starter,Action
18653746,Starter,Thriller/Suspense
186830,Starter,Drama
10014234,Starter,Comedy
177243721,Starter,Comedy
31487293,Starter,Drama
36842118,Starter,Drama
1433319,Starter,Documentary
79123,Starter,Drama
1067481,Starter,Drama
43107979,Starter,Romantic Comedy
81001787,Starter,Drama
191862,Starter,Drama
2025238,Starter,Comedy
6173485,Starter,Drama
44540956,Starter,Comedy
18324242,Starter,Drama
13610521,Starter,Drama
691880,Starter,Documentary
35327628,Starter,Romantic Comedy
72708161,Starter,Thriller/Suspense
7836393,Starter,Drama
25450527,Starter,Thriller/Suspense
35193167,Starter,Thriller/Suspense
25170054,Starter,Black Comedy
80936232,Starter,Adventure
123307945,Starter,Comedy
307631,Starter,Romantic Comedy
51676606,Starter,Drama
18354356,Starter,Drama
12712093,Starter,Adventure
1502188,Starter,Action
14018364,Starter,Comedy
29145924,Starter,Romantic Comedy
41059716,Starter,Comedy
183417150,Starter,Comedy
125531634,Starter,Adventure
117144465,Starter,Adventure
19422319,Starter,Documentary
10827813,Starter,Black Comedy
16357770,Starter,Drama
54607383,Starter,Horror
75530832,Starter,Drama
9445857,Starter,Drama
144601,Starter,Documentary
31597131,Starter,Drama
23337196,Starter,Drama
102458,Starter,Action
4356743,Starter,Romantic Comedy
13395961,Starter,Drama
14443,Starter,Drama
85105259,Starter,Adventure
30500882,Starter,Thriller/Suspense
58328680,Starter,Western
7659747,Starter,Thriller/Suspense
582024,Starter,Comedy
16521410,Starter,Thriller/Suspense
1127331,Starter,Drama
1612957,Starter,Drama
75155000,Starter,Comedy
13596911,Starter,Comedy
13264986,Starter,Western
2070920,Starter,Drama
13906394,Starter,Comedy
166003,Starter,Adventure
37562568,Starter,Drama
41083108,Starter,Thriller/Suspense
28544120,Starter,Comedy
1011054,Starter,Drama
113006880,Starter,Comedy
37634615,Starter,Horror
370782930,Starter,Drama
135041968,Starter,Comedy
81526121,Starter,Action
53789313,Starter,Thriller/Suspense
40687294,Starter,Action
95149435,Starter,Romantic Comedy
108244774,Starter,Comedy
41263140,Starter,Action
48417850,Starter,Adventure
121972,,
828,,
15515460,Starter,Thriller/Suspense
7061128,Starter,Romantic Comedy
563711,Starter,Drama
51225796,Starter,Musical
46566212,Starter,Thriller/Suspense
32519322,Starter,Drama
82226474,Starter,Comedy
305411224,Starter,Adventure
423315812,Starter,Adventure
309420425,Starter,Adventure
57712751,Starter,Adventure
39235088,Starter,Horror
8427204,Starter,Comedy
6982680,Starter,Comedy
88761720,Starter,Adventure
4857374,Starter,Drama
883454,Starter,Drama
31770413,Starter,Thriller/Suspense
37490007,Starter,Romantic Comedy
19719930,Starter,Drama
32598931,Starter,Action
8596914,Starter,Drama
180011740,Starter,Adventure
4028339,,
42194060,Starter,Adventure
4411102,Starter,Comedy
23047939,Starter,Drama
107918810,Starter,Horror
87341380,Starter,Comedy
3681811,Starter,Adventure
0,,
10330853,Starter,Horror
33664370,Starter,Action
43746923,Starter,Adventure
17052128,Starter,Adventure
181320597,Starter,Adventure
88073507,Starter,Romantic Comedy
15090399,Starter,Adventure
3293258,Starter,Comedy
60674817,Starter,Adventure
10103647,Starter,Drama
48430258,Starter,Adventure
46850558,Starter,Comedy
124740460,Starter,Comedy
8017467,Starter,Comedy
15712072,Starter,Thriller/Suspense
39017984,Starter,Comedy
47566524,Starter,Drama
15740721,Starter,Drama
38372662,Starter,Drama
104054514,Starter,Drama
51920690,Starter,Action
590817,Starter,Drama
2223293,Starter,Drama
28165882,Starter,Romantic Comedy
16535005,Starter,Romantic Comedy
162586036,Starter,Drama
424760,Starter,Drama
198539855,Starter,Action
47852604,Starter,Thriller/Suspense
101413188,Starter,Adventure
19398532,Starter,Musical
43869350,Starter,Horror
7535331,Starter,Drama
95308367,Starter,Thriller/Suspense
163958031,Starter,Romantic Comedy
90755643,Starter,Action
53089891,Starter,Thriller/Suspense
0,,
17650704,Starter,Action
267972,Starter,Comedy
21541218,Starter,Horror
113330342,Starter,Drama
97104620,Starter,Drama
11411644,Starter,Adventure
20264436,Starter,Horror
17791031,Starter,Comedy
8050977,Starter,Action
31811527,Starter,Thriller/Suspense
8408835,Starter,Comedy
8060487,Starter,Drama
33508922,Starter,Drama
30307804,Starter,Horror
12987647,Starter,Drama
22723,Starter,Comedy
31691811,Starter,Horror
56441711,Starter,Drama
22772500,Starter,Adventure
381420,Starter,Drama
1692693,Starter,Drama
6199600,Starter,Drama
52333738,Starter,Drama
45916769,Starter,Drama
42754105,Starter,Action
31054924,Starter,Drama
76501438,Starter,Adventure
39402572,Starter,Adventure
206445654,Starter,Comedy
75305995,Starter,Drama
2405420,Starter,Action
18990542,Starter,Action
105269730,Starter,Action
128200012,Starter,Adventure
20097,,
152257509,Starter,Romantic Comedy
49772522,Starter,Comedy
70269899,Starter,Drama
50802661,Starter,Adventure
2276368,Starter,Documentary
92955420,Starter,Thriller/Suspense
34192652,Starter,Drama
25126214,Starter,Horror
16809014,Starter,Comedy
36696761,Starter,Comedy
65388,Starter,Drama
57891803,Starter,Thriller/Suspense
19661987,Starter,Drama
33956608,Starter,Horror
13011160,Starter,Documentary
19068240,Starter,Drama
223878,Starter,Comedy
29077547,Starter,Musical
44737059,Starter,Comedy
19035741,Starter,Action
50740078,Starter,Horror
50648679,Starter,Action
46368993,Starter,Horror
40119709,Starter,Horror
32662299,Starter,Romantic Comedy
22911480,Starter,Drama
11175164,Starter,Comedy
43061982,Starter,Action
23360779,Starter,Action
12796277,Starter,Drama
100494685,Starter,Adventure
29781453,Starter,Drama
630779,Starter,Western
75941727,Starter,Horror
3278611,Starter,Documentary
26000610,Starter,Comedy
549666,Starter,Drama
5853194,Starter,Comedy
1785505,Starter,Comedy
551002,Starter,Comedy
20342161,Starter,Comedy
22921898,Starter,Drama
9736045,Starter,Thriller/Suspense
6409528,Starter,Comedy
16991902,Starter,Drama
75600072,Starter,Drama
17380866,Starter,Comedy
55973336,Starter,Action
41610884,Starter,Action
712294,Starter,Drama
17480890,Starter,Action
3635482,Starter,Drama
56607223,Starter,Comedy
5490423,Starter,Action
3816594,Starter,Documentary
0,,
115654751,Starter,Drama
40081410,Starter,Thriller/Suspense
68525609,Starter,Comedy
17432844,Starter,Horror
61322858,Starter,Thriller/Suspense
47641743,Starter,Action
6855137,Starter,Action
6775659,Starter,Comedy
226164286,Starter,Action
140125968,Starter,Action
141186864,Starter,Action
17105219,Starter,Black Comedy
71724497,Starter,Comedy
2062406,Starter,Horror
10411980,Starter,Drama
23519128,Starter,Drama
68671925,Starter,Adventure
61363304,Starter,Action
139084,Starter,Comedy
40270895,Starter,Drama
676698,Starter,Thriller/Suspense
95347692,Starter,Comedy
8886160,Starter,Comedy
19351569,Starter,Comedy
55185045,Starter,Horror
87025093,Starter,Horror
80238724,Starter,Horror
63300095,Starter,Horror
56746769,Starter,Horror
27693292,Starter,Horror
5516708,Starter,Comedy
5361,Starter,Comedy
39177684,Starter,Adventure
120277854,Starter,Drama
5501616,Starter,Thriller/Suspense
71277420,Starter,Comedy
110000082,Starter,Comedy
90710620,Starter,Comedy
84185387,Starter,Comedy
153294164,Starter,Comedy
65005217,Starter,Drama
81261177,Starter,Comedy
17807569,Starter,Comedy
10525717,Starter,Romantic Comedy
71069884,Starter,Thriller/Suspense
103046663,Starter,Horror
101363301,Starter,Horror
89138076,Starter,Horror
90580000,Starter,Action
101740,Starter,Horror
38634938,Starter,Adventure
2086345,Starter,Drama
35450113,Starter,Drama
36280697,Starter,Thriller/Suspense
901857,Starter,Western
40066497,Starter,Drama
16930185,Starter,Romantic Comedy
378176,,
37945884,Starter,Drama
152647258,Starter,Comedy
69772969,Starter,Action
124685242,Starter,Romantic Comedy
178095,Starter,Comedy
22183,,
8279017,Starter,Drama
70327868,Starter,Action
61123569,Starter,Comedy
157019771,Starter,Comedy
13542874,Starter,Comedy
1985292,Starter,Comedy
63465522,Starter,Romantic Comedy
33889159,Starter,Romantic Comedy
199176,Starter,Drama
70836296,Starter,Romantic Comedy
46982632,Starter,Horror
128012934,Starter,Thriller/Suspense
100317794,Starter,Romantic Comedy
1134358,Starter,Documentary
209028679,Starter,Adventure
31628317,Starter,Romantic Comedy
47003582,Starter,Thriller/Suspense
267655011,Starter,Adventure
441226247,Starter,Adventure
322719944,Starter,Adventure
238395990,Starter,Adventure
160861908,Starter,Adventure
2207975,Starter,Drama
13973532,Starter,Comedy
37948765,Starter,Comedy
24538513,Starter,Documentary
40934175,Starter,Action
227965690,Starter,Thriller/Suspense
18253415,Starter,Drama
8165213,Starter,Comedy
183135014,Starter,Comedy
26483452,Starter,Adventure
74103820,Starter,Action
336456,Starter,Comedy
293506292,Starter,Thriller/Suspense
11529368,Starter,Documentary
47907715,Starter,Horror
35007180,Starter,Thriller/Suspense
63939454,Starter,Adventure
4814244,Starter,Comedy
12372410,Starter,Comedy
14623082,Starter,Action
101068340,Starter,Horror
22495466,Starter,Thriller/Suspense
37766350,Starter,Drama
165092266,Starter,Horror
275380,Starter,Musical
1237615,Starter,Thriller/Suspense
9408183,Starter,Comedy
49981,Starter,Drama
7802450,Starter,Horror
141319928,Starter,Drama
5502773,Starter,Comedy
55143823,Starter,Comedy
186336279,Starter,Action
35662731,Starter,Comedy
27338033,Starter,Romantic Comedy
8355815,Starter,Black Comedy
4398989,Starter,Romantic Comedy
19693891,Starter,Comedy
176484651,Starter,Romantic Comedy
55591409,Starter,Thriller/Suspense
34020814,Starter,Thriller/Suspense
118627117,Starter,Comedy
13005485,Starter,Drama
1900451,Starter,Action
15032800,Starter,Horror
11405825,Starter,Drama
60470220,Starter,Adventure
56932305,Starter,Western
81150692,Starter,Comedy
14378353,Starter,Drama
3688560,Starter,Thriller/Suspense
30093107,Starter,Black Comedy
60008303,Starter,Comedy
10198766,Starter,Comedy
14970038,Starter,Drama
4354546,Starter,Drama
31720158,Starter,Drama
3050934,Starter,Drama
17639,,
228830,Starter,Documentary
62492818,Starter,Adventure
43492389,Starter,Comedy
13922211,Starter,Comedy
52037603,Starter,Comedy
90463534,Starter,Comedy
42044321,Starter,Comedy
54979992,Starter,Action
121463226,Starter,Comedy
85416609,Starter,Adventure
30105968,Starter,Adventure
90454043,Starter,Adventure
1641788,Starter,Drama
43945766,Starter,Action
71195053,Starter,Adventure
17127,,
48097081,Starter,Action
37068294,Starter,Horror
29342592,Starter,Comedy
373524485,Starter,Adventure
336530303,Starter,Adventure
403706375,Starter,Adventure
31167395,Starter,Comedy
33357476,Starter,Comedy
200120000,Starter,Adventure
14218868,Starter,Action
10049886,Starter,Adventure
410241,,
62362560,Starter,Action
85846296,Starter,Adventure
111760631,Starter,Adventure
112692062,Starter,Adventure
406216,Starter,Thriller/Suspense
7372734,Starter,Drama
50255310,Starter,Romantic Comedy
795126,Starter,Comedy
488872,Starter,Comedy
30628981,Starter,Comedy
3100650,Starter,Horror
73215310,Starter,Adventure
310676740,Starter,Adventure
380270577,Starter,Adventure
54768952,Starter,Action
5801558,Starter,Drama
23086480,Starter,Horror
17266359,Starter,Comedy
1686429,Starter,Action
37672944,Starter,Drama
59475623,Starter,Comedy
91137662,Starter,Drama
61356221,Starter,Drama
40435190,Starter,Comedy
454255,,
26910736,Starter,Comedy
50041732,Starter,Horror
21133087,Starter,Thriller/Suspense
26415649,Starter,Thriller/Suspense
140015224,Starter,Comedy
64956806,Starter,Comedy
32116746,Starter,Action
468867,Starter,Action
765637,Starter,Thriller/Suspense
119841,,
10915744,Starter,Drama
182618434,Starter,Drama
27100030,Starter,Romantic Comedy
29062561,Starter,Thriller/Suspense
37017955,Starter,Thriller/Suspense
44089964,Starter,Adventure
39053061,Starter,Drama
65328121,Starter,Drama
6197866,Starter,Drama
92027888,Starter,Adventure
70187658,Starter,Adventure
43254409,Starter,Adventure
659210,Starter,Action
52597610,Starter,Thriller/Suspense
18492362,Starter,Comedy
2072645,Starter,Comedy
431088297,Starter,Adventure
33832741,Starter,Comedy
58017783,Starter,Drama
118471320,Starter,Action
3064356,Starter,Drama
3102550,Starter,Action
58867694,Starter,Adventure
38577772,Starter,Action
19288130,Starter,Drama
434417,Starter,Drama
216335085,Starter,Drama
116877597,Starter,Action
71502303,Starter,Drama
57887882,Starter,Romantic Comedy
47958031,Starter,Thriller/Suspense
598645,Starter,Romantic Comedy
10130108,Starter,Thriller/Suspense
2402459,Starter,Comedy
28563926,Starter,Drama
25288103,Starter,Drama
11892415,Starter,Comedy
6504442,Starter,Action
35161554,Starter,Adventure
24430272,Starter,Romantic Comedy
74339294,Starter,Romantic Comedy
8402485,Starter,Comedy
6946056,Starter,Drama
211667,Starter,Thriller/Suspense
3081925,Starter,Drama
50824620,Starter,Thriller/Suspense
8712564,Starter,Thriller/Suspense
2891288,Starter,Comedy
13491653,Starter,Thriller/Suspense
145000989,Starter,Thriller/Suspense
34742066,Starter,Drama
148213377,Starter,Comedy
81292135,Starter,Drama
592014,Starter,Documentary
9871,Starter,Comedy
6768055,Starter,Adventure
34102780,Starter,Romantic Comedy
26421314,Starter,Horror
15007991,Starter,Horror
49121934,Starter,Drama
31111260,Starter,Action
69304264,Starter,Drama
449865,Starter,Drama
50877145,Starter,Adventure
32774834,Starter,Comedy
14395874,Starter,Drama
43632458,Starter,Action
185577,Starter,Comedy
37882551,Starter,Comedy
347578,Starter,Comedy
82234139,Starter,Drama
150358296,Starter,Action
125322469,Starter,Action
319246193,Starter,Action
402111870,Starter,Action
15122676,Starter,Comedy
15331289,Starter,Drama
15541549,Starter,Thriller/Suspense
128486,Starter,Action
39778599,Starter,Drama
15051977,Starter,Thriller/Suspense
40108697,Starter,Adventure
7006708,Starter,Drama
12840842,Starter,Horror
31418697,Starter,Thriller/Suspense
29511112,Starter,Horror
36400491,Starter,Drama
34566746,Starter,Drama
69688384,Starter,Comedy
8330720,Starter,Comedy
40846082,Starter,Horror
43905746,Starter,Action
2201923,Starter,Action
1008849,Starter,Thriller/Suspense
10570375,Starter,Romantic Comedy
11810854,Starter,Thriller/Suspense
32698899,Starter,Action
50586000,Starter,Action
4554533,Starter,Adventure
19480739,Starter,Adventure
0,Starter,Adventure
4601043,Starter,Drama
22751979,Starter,Adventure
600788188,Starter,Thriller/Suspense
20553799,Starter,Comedy
66465204,Starter,Adventure
56684819,Starter,Adventure
13558739,Starter,Comedy
25593755,Starter,Horror
54149098,Starter,Action
125304276,Starter,Action
52353636,Starter,Black Comedy
65653758,Starter,Adventure
131144183,Starter,Adventure
186740799,Starter,Adventure
6201757,Starter,Musical
21176322,Starter,Action
96522687,Starter,Horror
30980607,Starter,Drama
245852179,Starter,Adventure
410640665,Starter,Adventure
65452312,Starter,Action
38120554,Starter,Adventure
124107476,Starter,Drama
15911332,Starter,Adventure
76261036,Starter,Drama
23530831,Starter,Thriller/Suspense
6916869,Starter,Thriller/Suspense
129094024,Starter,Horror
9017070,Starter,Comedy
257730019,Starter,Adventure
77073959,Starter,Drama
9015303,Starter,Drama
43095856,Starter,Action
25296447,Starter,Action
8114270,Starter,Drama
110461307,Starter,Comedy
133298577,Starter,Action
141930000,Starter,Action
872643,Starter,Comedy
125618201,Starter,Drama
1530535,Starter,Comedy
872142,Starter,Drama
171091819,Starter,Adventure
6374789,Starter,Drama
2912606,Starter,Drama
6491969,Starter,Comedy
63414846,Starter,Drama
0,,
19161999,Starter,Drama
1328679,Starter,Comedy
11532774,Starter,Thriller/Suspense
7027762,Starter,Thriller/Suspense
10097096,Starter,Comedy
2057193,Starter,Drama
37384046,Starter,Adventure
15055091,Starter,Drama
25195050,Starter,Thriller/Suspense
296623634,Starter,Drama
300155447,Starter,Drama
192769854,Starter,Drama
6712451,Starter,Romantic Comedy
6852450,Starter,Romantic Comedy
39517763,Starter,Horror
80571655,Starter,Horror
623374,Starter,Western
12044087,Starter,Action
24793509,Starter,Black Comedy
10363341,Starter,Concert/Performance
77086030,Starter,Action
38230435,Starter,Comedy
5654777,Starter,Thriller/Suspense
114326736,Starter,Comedy
88915214,Starter,Romantic Comedy
18522064,Starter,Action
16655224,Starter,Comedy
94999143,Starter,Thriller/Suspense
42670410,Starter,Horror
41196,Starter,Horror
51970690,Starter,Action
1069318,Starter,Romantic Comedy
12398628,Starter,Drama
62318875,Starter,Action
8535575,Starter,Drama
52752475,Starter,Drama
10447421,Starter,Action
26403,Starter,Thriller/Suspense
24537621,Starter,Action
28687835,Starter,Thriller/Suspense
293004164,Starter,Adventure
83823381,Starter,Drama
18761993,Starter,Drama
38116707,Starter,Horror
21468807,Starter,Horror
1032075,Starter,Drama
83077470,Starter,Thriller/Suspense
19478106,Starter,Adventure
20384136,Starter,Horror
14046595,Starter,Action
30695227,Starter,Drama
2073984,Starter,Drama
6777741,Starter,Drama
881745,Starter,Horror
3347411,Starter,Drama
16123851,Starter,Drama
70511035,Starter,Action
34145,,
120150546,Starter,Action
114197520,Starter,Thriller/Suspense
4859475,Starter,Black Comedy
14010690,Starter,Action
9427026,Starter,Comedy
6167817,Starter,Drama
68473360,Starter,Action
20268825,Starter,Horror
100614858,Starter,Thriller/Suspense
47546796,Starter,Action
12899867,Starter,Comedy
0,Starter,Action
35231365,Starter,Comedy
52894169,Starter,Drama
110485654,Starter,Romantic Comedy
21005329,Starter,Comedy
2077046,Starter,Comedy
43057470,Starter,Drama
234750,,
16124543,Starter,Comedy
24793251,Starter,Comedy
223808164,Starter,Comedy
22466994,Starter,Action
580862,Starter,Black Comedy
627047,Starter,Action
234280354,Starter,Action
107509799,Starter,Action
5529144,Starter,Drama
19097550,Starter,Romantic Comedy
127188,Starter,Comedy
5951693,Starter,Drama
19389454,Starter,Comedy
2283849,Starter,Documentary
69148997,Starter,Comedy
16186348,Starter,Horror
60400856,Starter,Romantic Comedy
1060512,Starter,Drama
7460204,Starter,Drama
3058380,Starter,Drama
209218368,Starter,Comedy
31726995,Starter,Romantic Comedy
1350248,Starter,Drama
28563179,Starter,Drama
78120196,Starter,Drama
5128124,Starter,Drama
377556,Starter,Thriller/Suspense
35990505,Starter,Comedy
20779666,Starter,Drama
18317151,Starter,Comedy
33771174,Starter,Drama
4142507,Starter,Comedy
13043363,Starter,Comedy
42436517,Starter,Comedy
47860214,Starter,Horror
55485043,Starter,Drama
1669971,Starter,Drama
12831121,Starter,Thriller/Suspense
77233467,Starter,Adventure
29795299,Starter,Thriller/Suspense
16862585,Starter,Romantic Comedy
40914068,Starter,Action
32647042,Starter,Comedy
11578022,Starter,Action
780326,Starter,Drama
1090947,Starter,Comedy
155464351,Starter,Thriller/Suspense
119519402,Starter,Drama
41227069,Starter,Drama
6882696,Starter,Horror
113805681,Starter,Adventure
0,Starter,Horror
56094360,Starter,Drama
134508551,Starter,Action
5018450,Starter,Romantic Comedy
61979680,Starter,Horror
179883157,Starter,Action
26902075,Starter,Comedy
8064972,Starter,Romantic Comedy
25059640,Starter,Comedy
58156435,Starter,Comedy
32267774,Starter,Comedy
107492,Starter,Drama
6291602,Starter,Comedy
3121270,Starter,Documentary
26236603,Starter,Drama
46213824,Starter,Action
70278893,Starter,Drama
28946615,Starter,Thriller/Suspense
12482775,Starter,Drama
37760080,Starter,Adventure
10275638,Starter,Thriller/Suspense
161491646,Starter,Comedy
15417771,Starter,Horror
182805123,Starter,Romantic Comedy
6047856,Starter,Action
20982478,Starter,Action
83898313,Starter,Action
12482741,Starter,Drama
157299717,Starter,Action
214949694,Starter,Action
234362462,Starter,Action
25572,,
101384023,Starter,Action
26873932,Starter,Action
882710,Starter,Drama
69586544,Starter,Comedy
9180275,Starter,Drama
43337279,Starter,Comedy
396035,Starter,Drama
97690976,Starter,Comedy
2426851,Starter,Black Comedy
53359917,Starter,Comedy
115821495,Starter,Drama
15285588,Starter,Comedy
13649881,Starter,Drama
19762690,Starter,Adventure
58163,,
11001272,Starter,Drama
28045540,Starter,Adventure
2080693,Starter,Comedy
45172250,Starter,Comedy
75590286,Starter,Comedy
31452765,Starter,Comedy
33080084,Starter,Thriller/Suspense
11989328,Starter,Adventure
45575336,Starter,Adventure
93828745,Starter,Adventure
